,price,floor,bedroomCount,netHabitableSurface,bathroomCount,condition
5821,500000,0,3,130,2,4
5823,220000,6,1,51,1,4
5829,235000,2,2,90,1,4
5830,240000,2,2,85,1,3
5832,470000,3,2,103,1,4
5834,449000,4,3,134,2,5
5836,399000,2,3,119,1,5
5838,169000,2,1,52,1,4
5840,439000,0,2,118,1,4
5841,155000,1,2,62,1,2
5842,215000,2,2,95,1,0
5843,449000,1,2,104,1,4
5844,270000,3,2,95,1,4
5845,249000,0,2,86,1,4
5846,210000,0,2,98,2,2
5847,285000,2,2,72,1,4
5849,210000,1,1,60,1,5
5853,470000,0,3,86,1,4
5859,285000,1,2,87,1,5
5860,235000,0,1,50,1,3
5863,290000,2,2,88,1,5
5864,135000,5,2,84,1,4
5866,139000,5,3,125,1,4
5867,135000,4,0,86,1,4
5868,139000,4,3,121,1,4
5870,170000,4,2,83,1,5
5872,180000,0,3,92,1,4
5876,289000,0,1,116,1,4
5877,285000,10,3,105,1,0
5878,350000,6,2,92,1,4
5879,340000,5,2,78,1,5
5880,295000,6,2,90,1,5
5881,360000,2,2,104,2,5
5882,420000,3,3,144,1,4
5884,349000,7,1,80,1,4
5886,349000,7,1,80,1,4
5887,599000,0,2,96,2,3
5889,349000,7,1,80,1,4
5892,195000,0,2,89,1,4
5894,210000,0,2,90,1,4
5898,259000,2,1,65,1,5
5900,399000,7,3,132,1,4
5902,175000,0,1,84,1,2
5909,199000,0,1,73,1,5
5910,300000,1,2,96,1,5
5911,865000,1,3,200,1,4
5912,300000,1,2,96,1,5
5914,318000,3,1,70,1,4
5915,280000,1,2,91,1,5
5916,275000,1,4,206,1,4
5917,850000,6,3,210,2,3
5918,390000,3,2,113,1,4
5919,275000,1,4,206,1,4
5920,285000,15,2,87,1,4
5923,225000,2,2,100,1,3
5924,219000,3,2,85,1,3
5927,225000,1,3,110,1,4
5928,229000,3,2,95,1,4
5929,289000,3,2,115,2,4
5931,346000,0,2,85,1,3
5932,319000,5,2,125,1,2
5937,220000,5,2,85,1,0
5938,237000,4,1,56,1,5
5939,590000,3,3,140,2,5
5940,590000,3,3,140,2,5
5941,590000,3,3,140,2,5
5943,145000,2,1,82,1,4
5944,539000,1,3,118,1,5
5945,125000,2,2,85,1,4
5950,357000,5,2,85,1,0
5953,250000,0,1,180,1,0
5954,279000,7,2,91,1,4
5956,275000,1,2,142,2,5
5957,430000,1,3,110,1,4
5958,280000,2,2,117,1,4
5961,185000,0,1,45,1,4
5965,225000,1,3,125,1,5
5966,279000,0,2,93,1,4
5968,125000,4,0,39,1,2
5969,625000,7,3,140,3,5
5970,217000,0,0,43,1,5
5971,365000,8,3,130,2,5
5976,495000,0,3,181,1,5
5983,275000,0,2,107,1,5
5985,1250000,5,3,105,3,3
5986,190000,0,1,57,1,5
5987,385000,3,1,131,1,5
5989,169500,0,2,78,1,5
5990,299000,2,2,75,1,5
5991,210000,10,2,82,1,5
5992,179500,0,2,82,1,5
6004,345000,0,3,119,2,5
6005,279000,5,2,90,1,5
6006,235000,1,1,62,1,5
6007,290000,3,0,41,1,5
6008,349000,0,3,152,2,5
6009,270000,1,2,87,1,5
6012,275000,1,2,93,1,4
6013,245000,0,1,88,1,5
6014,319000,0,2,87,1,5
6015,515000,2,2,144,1,4
6017,189000,1,2,78,1,4
6018,275000,0,2,65,1,5
6019,224000,0,1,73,1,4
6023,375000,0,3,173,1,5
6025,280000,0,2,100,1,5
6026,545000,8,2,120,1,3
6027,550000,0,5,183,1,2
6028,325000,0,2,90,1,5
6030,489000,0,3,167,1,4
6031,540000,3,2,120,1,5
6032,710000,4,4,235,2,4
6033,379500,0,3,160,2,5
6034,265000,3,2,80,1,5
6035,299000,1,2,91,1,4
6036,205000,1,2,86,2,1
6037,225000,1,3,103,2,1
6038,195000,1,2,87,1,1
6039,259000,1,2,70,1,0
6040,195000,1,2,87,1,1
6041,225000,1,3,103,2,1
6042,210000,0,1,36,1,3
6043,365000,4,3,148,2,5
6044,675000,2,3,243,2,4
6045,249000,0,2,100,1,4
6046,375000,1,2,86,1,5
6047,219000,1,2,67,1,4
6048,209000,0,2,65,1,4
6049,195000,2,2,67,1,4
6050,159000,5,1,80,1,4
6051,220000,2,2,120,1,2
6052,185000,2,2,96,1,2
6053,195000,0,2,82,1,5
6054,185000,1,2,96,1,2
6055,159000,0,1,50,1,0
6056,265000,2,2,114,1,3
6057,309000,0,2,118,1,5
6058,339500,4,2,74,1,4
6059,138000,3,0,25,1,5
6060,277500,0,2,133,1,4
6061,198500,0,1,64,1,4
6062,215000,6,1,50,1,3
6063,330000,0,2,84,1,5
6064,329000,2,2,81,1,5
6065,264000,1,2,98,1,4
6066,239000,0,1,60,1,4
6067,399000,3,2,126,2,4
6068,425000,1,2,122,1,5
6069,660000,2,4,237,3,5
6070,220000,1,2,85,1,5
6072,370000,3,3,116,1,5
6073,850000,3,3,175,2,5
6074,319000,2,2,108,1,5
6076,375000,7,2,90,1,0
6077,355000,2,3,178,1,4
6078,475000,2,3,125,1,4
6079,120000,4,0,32,1,0
6080,635000,4,3,122,2,3
6081,1490000,6,3,328,2,5
6082,129000,5,1,65,1,4
6089,831000,2,2,134,2,5
6092,335000,4,3,101,1,4
6095,1410000,6,3,184,2,5
6096,110000,6,1,60,1,4
6097,1445000,7,3,177,2,5
6098,1450000,6,3,199,2,5
6101,895000,3,3,181,2,5
6102,250000,3,1,57,1,4
6103,115000,1,0,35,1,4
6104,279000,3,1,70,1,4
6105,295000,0,2,108,2,5
6107,249000,2,2,77,1,4
6108,550000,2,2,235,2,5
6109,189000,1,1,53,1,5
6111,329000,2,2,102,1,5
6113,675000,2,4,213,2,4
6115,199000,0,2,108,1,0
6116,199000,0,2,75,1,5
6117,245000,0,2,91,1,5
6118,995000,5,3,140,2,4
6119,299000,2,2,115,1,3
6121,235000,2,2,110,1,0
6122,295000,1,2,82,1,5
6123,339900,2,3,106,1,3
6126,249000,3,1,70,1,3
6127,259000,1,2,81,1,4
6129,268000,6,1,85,1,5
6130,179000,3,1,81,1,4
6132,179000,2,2,95,1,4
6135,145000,1,3,119,1,4
6138,425000,0,2,93,1,3
6139,59000,1,1,41,1,2
6140,98000,1,1,53,1,0
6141,430000,0,2,90,1,5
6142,270000,2,1,70,1,5
6144,120000,0,2,81,1,4
6145,210000,5,1,64,1,3
6147,475000,1,3,164,2,4
6148,499000,1,2,150,1,4
6150,160000,5,0,36,1,2
6152,175869,0,2,73,1,3
6153,144000,0,1,43,1,4
6154,349000,0,4,160,2,5
6155,545000,8,2,115,1,5
6156,895000,3,3,163,2,4
6159,197356,0,3,86,1,3
6160,199000,2,2,90,1,4
6164,175000,4,3,88,1,4
6169,152508,0,1,68,1,3
6171,215000,4,1,44,1,4
6172,660000,7,2,220,2,4
6173,324000,2,2,105,1,4
6175,399000,1,2,111,1,5
6177,287000,2,3,127,1,4
6178,225000,1,2,93,1,4
6179,205000,2,2,76,1,4
6182,199000,1,2,94,1,4
6183,349000,1,2,127,2,0
6184,229000,6,2,90,1,4
6185,199000,1,2,94,1,5
6187,283185,0,4,127,1,3
6188,450000,6,3,158,2,4
6189,309000,3,3,110,2,4
6196,600000,0,3,126,1,5
6198,285000,1,2,108,1,2
6199,244000,0,2,106,1,4
6200,230000,0,3,86,1,3
6201,244000,0,2,106,1,4
6202,129500,2,1,62,1,4
6205,275000,0,1,49,1,5
6207,899000,2,2,99,2,4
6208,379000,0,2,95,1,4
6209,315000,2,2,91,1,4
6210,385500,0,3,196,1,4
6211,228000,3,3,107,1,0
6212,359000,0,3,162,1,5
6213,375000,1,3,107,1,4
6214,249000,0,2,85,1,4
6215,298000,2,2,109,1,3
6217,470000,1,3,145,1,0
6218,190000,1,1,65,1,4
6219,295000,4,2,100,1,4
6220,199900,2,2,86,1,4
6222,265000,2,2,90,1,4
6224,209000,1,1,78,1,4
6227,184900,3,2,88,1,4
6228,260000,1,1,65,1,5
6229,199000,1,1,55,1,3
6230,245000,4,2,82,1,5
6231,393887,2,2,103,1,5
6232,373057,1,2,94,1,5
6233,362582,0,2,107,1,5
6234,359301,0,2,105,1,5
6236,180000,4,3,100,1,5
6239,373953,0,2,110,1,5
6240,395000,7,4,145,1,4
6242,499000,0,4,162,1,5
6243,599000,3,3,167,2,4
6244,175000,0,2,65,1,4
6246,1400000,4,3,170,2,4
6249,259000,0,2,85,1,3
6250,299000,2,2,120,1,5
6253,325000,0,2,109,2,4
6254,299000,4,2,82,1,3
6255,229000,4,3,104,1,0
6256,219000,4,2,58,1,4
6258,154000,2,1,70,1,0
6259,240000,4,2,96,1,4
6260,429000,0,2,95,1,3
6261,1495000,1,4,260,3,5
6262,235000,4,2,114,1,4
6263,205000,4,2,82,1,4
6264,249000,0,2,95,1,0
6268,185000,4,2,65,1,5
6272,198000,2,1,56,1,4
6273,190000,2,2,91,1,4
6279,239000,2,2,93,1,4
6280,395000,2,3,120,1,5
6281,249000,3,2,87,1,0
6283,199000,1,2,80,1,4
6285,379000,2,1,100,1,5
6286,329900,1,2,95,1,3
6287,325000,0,2,65,1,4
6288,295000,2,2,84,1,4
6289,155000,1,2,90,1,4
6290,299500,0,2,119,1,3
6291,215000,2,2,95,1,4
6292,249000,4,1,60,1,5
6293,339000,2,2,100,1,3
6294,379000,11,2,120,1,4
6295,339000,1,2,100,1,3
6296,165000,2,1,64,1,4
6298,249000,7,2,90,1,0
6300,590000,2,2,183,1,5
6301,449000,2,2,110,2,5
6303,209000,0,2,64,1,4
6304,298000,3,3,117,1,3
6305,215000,0,1,110,1,4
6310,279000,1,2,110,1,5
6312,169000,2,2,86,1,4
6317,340000,2,2,125,1,5
6318,339000,0,3,123,1,5
6322,235000,4,2,74,1,4
6326,185000,0,0,34,1,5
6334,325000,0,3,136,1,5
6337,2290000,6,2,121,2,5
6338,297000,3,2,60,1,3
6339,1450000,3,2,290,3,5
6342,300000,0,2,84,1,5
6344,249500,2,2,95,1,4
6345,220000,4,3,135,1,0
6347,185000,2,2,90,1,5
6348,165000,0,0,26,1,5
6349,449000,2,2,130,1,5
6350,350000,0,3,112,2,5
6361,395000,0,2,107,1,5
6362,385000,1,2,111,1,5
6370,170000,0,1,68,1,5
6371,351094,2,2,116,1,5
6374,259000,1,2,95,1,3
6376,325000,0,2,95,1,4
6377,345000,0,2,114,1,4
6378,154900,2,1,65,1,4
6379,345000,1,2,114,1,4
6381,325000,0,1,94,1,4
6383,210000,3,2,85,1,4
6384,215000,2,2,85,1,4
6385,185000,2,2,85,1,0
6388,279000,0,2,106,1,0
6389,215000,1,2,96,1,4
6390,575000,2,4,150,2,4
6391,435000,4,2,94,2,4
6392,209000,2,3,100,1,0
6394,265000,3,1,55,1,0
6397,259000,2,2,97,1,4
6399,260000,0,2,117,1,5
6401,299000,3,3,120,1,4
6402,279000,1,2,105,1,5
6403,480000,1,2,100,1,5
6404,216500,3,0,24,1,5
6405,195500,0,0,23,1,5
6406,223500,2,0,26,1,5
6407,595000,5,2,150,2,5
6408,325000,1,2,83,1,5
6409,595000,0,3,132,2,5
6410,399000,0,3,108,1,5
6411,289000,1,1,76,1,5
6412,379210,0,2,97,1,5
6413,245000,2,3,92,1,4
6414,379125,0,2,97,1,5
6415,165000,0,1,40,1,5
6416,269000,0,3,90,1,4
6418,205000,1,2,86,2,1
6419,145000,1,1,45,1,5
6420,195000,2,2,70,1,5
6421,649000,2,4,171,2,5
6424,595000,9,3,165,2,0
6425,465000,2,4,162,2,5
6428,350000,2,3,94,1,4
6429,259000,6,2,83,1,2
6432,129000,4,1,45,1,0
6435,335000,7,2,72,1,0
6436,354900,2,2,150,2,4
6437,320000,4,3,110,1,4
6438,165000,5,3,95,1,4
6439,249000,2,2,94,1,3
6440,310000,5,1,63,1,0
6441,610000,0,2,146,1,4
6442,315000,1,1,75,1,4
6443,249000,0,1,66,1,5
6444,565000,2,2,102,1,5
6445,429000,1,2,114,1,5
6446,545000,5,3,125,1,5
6448,585000,2,2,102,1,5
6449,356500,2,2,92,1,4
6450,215000,2,1,59,1,5
6451,115000,4,2,86,1,4
6452,238650,2,1,71,1,5
6453,161000,4,2,65,1,4
6454,232350,2,1,69,1,5
6455,322000,1,2,100,1,5
6456,328300,1,2,102,1,5
6457,135000,0,1,65,1,4
6458,215000,3,3,114,1,3
6459,275000,1,2,120,1,5
6460,149000,0,1,55,1,2
6461,139000,0,1,55,1,2
6463,295000,5,2,85,1,0
6464,349000,3,2,90,1,3
6466,499000,0,3,157,1,5
6467,298000,1,2,82,1,4
6468,735000,1,2,147,1,5
6469,215000,2,1,60,1,5
6470,195000,1,2,82,1,4
6471,165000,0,1,55,1,4
6473,425000,6,3,150,2,2
6474,339000,0,3,115,1,4
6477,600000,0,3,126,1,5
6478,395000,5,2,130,2,5
6480,370000,4,2,140,1,4
6481,499000,0,2,121,2,3
6482,239000,3,2,91,1,4
6487,225000,0,3,100,1,4
6488,1250000,7,4,200,2,4
6489,260000,0,2,86,1,5
6491,392000,1,2,97,1,5
6492,420000,0,2,92,1,5
6493,115000,7,0,30,1,4
6494,595000,7,4,247,2,4
6496,349000,3,1,70,1,3
6497,319000,4,1,65,1,3
6498,339000,1,1,70,1,3
6499,299000,0,2,88,1,4
6500,429000,1,4,200,1,4
6502,360000,3,3,121,1,5
6503,289500,7,2,87,1,5
6505,289000,2,2,85,1,5
6506,219000,0,1,14,1,5
6507,478000,2,3,210,2,5
6508,215000,3,3,128,1,4
6509,349000,4,2,160,1,5
6510,195000,1,1,66,1,4
6511,179000,0,2,103,1,4
6513,95000,0,1,53,1,4
6514,425000,2,2,130,1,5
6516,249000,3,3,90,1,3
6517,395000,0,2,108,1,5
6518,200000,0,1,86,1,4
6519,215000,4,1,65,1,5
6521,165000,1,1,70,1,0
6522,195000,0,2,100,1,4
6525,435000,1,3,115,2,5
6527,279000,1,2,83,1,5
6528,365000,1,2,105,1,0
6529,250000,0,2,91,1,4
6530,450000,1,5,197,1,2
6534,159000,3,2,72,1,4
6535,360000,2,2,94,1,5
6536,210000,4,1,73,1,4
6538,380000,6,3,131,2,4
6539,139000,11,2,74,1,4
6542,264000,16,3,96,1,4
6543,460000,6,2,126,1,5
6545,249000,1,2,85,1,5
6546,249000,2,2,89,1,5
6547,399000,2,3,157,1,4
6548,159000,0,2,75,1,3
6549,215000,2,2,84,1,4
6550,195000,2,2,74,1,4
6551,550000,1,2,70,1,4
6552,340000,2,1,70,1,4
6553,235000,1,1,83,1,4
6554,220000,1,2,90,1,0
6555,360000,0,3,102,1,4
6556,239000,0,3,142,3,4
6559,185000,3,2,106,1,4
6580,239000,8,2,97,1,2
6583,245000,1,2,120,1,5
6584,475000,2,2,81,1,4
6585,183500,3,1,66,1,4
6586,2290000,0,2,121,2,4
6589,185000,3,1,70,1,4
6590,320000,2,2,104,1,4
6591,175000,1,2,85,1,5
6592,597500,0,1,140,1,4
6593,180000,1,1,54,1,0
6594,319000,4,2,96,1,4
6595,249000,4,2,114,1,0
6596,185000,1,1,50,1,0
6598,325000,1,2,115,2,4
6601,525000,3,3,140,1,5
6605,550000,3,3,138,1,3
6611,239000,2,2,85,1,0
6614,845000,3,2,186,2,0
6621,499000,2,2,135,1,4
6625,139500,1,1,70,1,5
6636,265000,2,2,95,1,4
6637,350000,1,2,121,1,4
6642,287000,1,2,75,1,4
6644,240000,1,1,62,1,4
6648,85000,2,2,56,1,4
6651,599000,3,3,165,1,5
6652,135000,5,1,68,1,4
6656,194000,4,0,59,1,4
6657,370000,4,2,89,1,4
6669,390000,0,2,101,1,4
6670,259000,8,3,120,1,4
6671,240000,0,2,99,1,3
6672,281000,0,3,125,1,3
6673,207000,0,1,75,1,3
6678,319000,0,2,100,1,5
6681,195000,0,3,318,1,4
6682,169000,3,1,69,1,2
6683,399000,1,2,130,1,5
6684,630000,7,3,200,3,5
6688,645000,5,3,152,2,4
6691,629000,3,3,174,1,5
6692,255000,1,2,100,1,5
6694,435000,0,3,130,1,3
6695,330000,3,3,120,1,5
6696,325000,2,3,102,1,4
6697,255000,1,2,126,2,5
6698,379000,0,3,150,1,4
6700,229000,3,2,110,1,4
6701,369000,4,1,130,1,4
6702,339000,4,2,99,1,3
6704,499000,1,3,160,2,1
6706,970000,1,3,238,2,5
6707,1495000,1,3,260,3,4
6708,549000,2,2,110,1,5
6709,559000,2,2,95,1,5
6710,285000,0,2,80,1,4
6711,250000,2,1,62,1,5
6714,289000,0,2,78,1,4
6716,95000,0,0,32,1,4
6717,345000,5,1,68,1,5
6718,219000,2,3,123,1,5
6719,249000,3,2,72,1,4
6720,275000,2,2,65,1,4
6721,319000,1,2,65,1,4
6722,259000,3,2,59,1,4
6725,279000,1,2,105,1,5
6726,275000,1,3,91,1,3
6728,370000,3,3,105,2,5
6730,275000,0,1,55,1,4
6731,268000,10,1,65,1,2
6732,397000,1,2,137,1,0
6733,219000,0,1,40,1,4
6735,315000,1,2,132,1,4
6736,295000,6,3,97,1,2
6737,89000,2,1,25,1,4
6738,129000,5,2,92,1,0
6740,99000,2,1,35,1,4
6743,275000,2,1,47,1,5
6745,325000,2,2,105,1,3
6746,498000,1,2,113,1,3
6750,149000,3,2,94,1,4
6753,299000,0,2,133,1,4
6754,280000,2,2,73,1,4
6756,420000,1,2,102,1,4
6757,289000,0,2,95,1,4
6762,230000,0,3,95,1,4
6764,365000,3,4,148,1,4
6766,239000,2,2,83,1,5
6769,278000,2,3,115,1,5
6771,260000,1,3,124,1,4
6774,297000,3,2,60,1,3
6775,269000,0,2,84,1,4
6777,258000,5,1,60,1,5
6778,149500,5,2,70,1,4
6781,395000,0,3,134,1,5
6783,285000,1,2,87,1,4
6784,329000,1,2,90,1,5
6787,175000,2,0,19,1,5
6790,234750,0,2,83,1,5
6792,199447,0,1,56,1,5
6793,350000,1,2,83,1,2
6797,198000,0,2,97,1,0
6798,335000,0,2,117,1,5
6800,299000,1,2,83,1,5
6801,275000,1,2,83,1,5
6808,209000,2,2,65,1,5
6809,279000,1,2,107,1,5
6810,285500,1,2,106,1,5
6811,241900,1,2,90,1,5
6813,399000,3,2,105,1,5
6814,299000,0,1,79,1,5
6815,239000,0,2,94,1,0
6822,210000,0,2,115,1,0
6825,995000,5,3,140,2,5
6827,175000,2,0,19,1,5
6828,170000,3,2,80,1,4
6832,165000,4,2,75,1,0
6835,260000,1,2,105,1,4
6836,179000,3,2,80,1,4
6837,270000,0,1,77,1,4
6841,365000,1,1,80,1,5
6842,409500,6,2,116,1,5
6843,470000,1,2,83,1,5
6844,185000,11,2,82,1,4
6845,995000,0,3,184,2,5
6846,240000,0,2,111,1,0
6847,399000,0,4,144,3,0
6848,325000,3,2,93,1,4
6850,230000,0,2,95,1,4
6851,239000,2,2,80,1,4
6852,190000,0,2,112,1,3
6854,310000,1,2,98,1,5
6855,364000,0,2,110,1,5
6857,620000,3,2,120,1,5
6860,2290000,6,2,121,2,5
6861,215000,7,3,88,1,4
6862,249000,0,2,89,1,4
6863,210000,4,2,90,1,0
6864,239000,4,3,87,1,4
6865,239000,2,2,75,1,0
6866,195000,0,2,79,1,2
6867,155000,0,1,55,1,2
6872,283300,1,1,77,1,5
6884,322405,1,2,113,1,5
6885,289045,2,1,93,1,5
6886,495000,1,2,105,2,5
6888,690000,4,3,171,1,4
6889,550000,4,2,138,1,5
6890,320000,2,2,68,1,5
6891,275000,2,2,77,1,0
6892,369000,0,3,271,2,4
6893,299000,0,3,131,2,0
6894,339000,2,3,107,1,4
6895,285000,4,2,90,1,5
6896,1650000,7,2,105,2,5
6897,525000,7,0,38,1,4
6899,139000,2,2,90,1,4
6901,185000,4,3,170,2,4
6902,150000,2,1,62,1,5
6903,223000,0,1,15,1,5
6904,223000,0,1,15,1,5
6905,889000,5,3,205,2,4
6906,223000,0,1,15,1,5
6907,223000,0,1,15,1,5
6908,125000,0,1,62,1,4
6909,79000,0,1,40,1,5
6910,450000,0,2,70,1,5
6911,450000,0,2,80,1,5
6912,595000,0,2,90,1,5
6913,360750,1,2,97,1,5
6914,570000,0,4,170,1,5
6915,138000,5,2,65,1,0
6916,249000,2,2,72,1,5
6917,195000,2,1,55,1,5
6918,249000,2,2,80,1,5
6919,149000,0,1,59,1,4
6920,219000,2,1,64,1,5
6921,349000,0,2,110,1,5
6923,260000,0,2,77,1,3
6924,497000,2,3,126,1,5
6925,189900,1,1,67,1,4
6926,237000,3,4,137,1,4
6927,375000,1,2,103,1,5
6928,295000,3,1,65,1,0
6930,240000,6,3,110,1,0
6931,290000,3,1,62,1,4
6932,275000,2,2,83,1,3
6933,299000,1,2,82,1,3
6934,249500,3,1,70,1,5
6935,295000,0,2,105,1,2
6938,289000,0,1,45,1,5
6939,2290000,6,2,121,2,5
6940,230000,0,2,94,1,4
6941,630000,0,2,113,1,5
6942,650000,5,2,88,2,5
6943,285000,1,1,61,1,5
6944,365000,1,3,100,1,4
6945,345000,2,2,89,1,4
6948,269000,0,3,230,2,5
6951,147500,0,1,60,1,4
6952,1590000,4,3,236,2,3
6953,249000,2,1,68,1,4
6954,174000,9,2,81,1,4
6955,195000,2,2,92,1,3
6956,185000,0,2,130,1,4
6957,145000,1,1,66,1,4
6958,145000,3,2,71,1,4
6959,665000,0,3,160,3,5
6960,175000,2,1,27,1,4
6961,299000,3,3,130,1,3
6962,269000,1,2,81,1,5
6963,169000,2,0,38,1,4
6964,630000,0,2,110,1,5
6965,599000,0,3,163,2,3
6966,375000,2,2,119,1,4
6967,945000,7,3,90,2,4
6968,695000,6,2,85,2,4
6969,1095000,9,2,108,2,4
6970,1095000,9,2,100,2,4
6972,139000,1,2,88,1,1
6973,131000,1,0,24,1,4
6974,340000,8,2,85,1,0
6976,545000,2,3,179,2,2
6978,399000,2,2,97,1,4
6979,235000,2,2,88,1,5
6980,650000,0,3,180,2,5
6981,325000,2,4,162,1,3
6982,262500,0,2,107,1,5
6983,229000,2,2,52,1,4
6984,735000,3,3,178,1,3
6985,225000,1,3,113,1,4
6986,490000,2,3,123,2,4
6987,240000,0,1,55,1,5
6988,795000,4,3,190,2,4
6989,289000,2,3,93,1,4
6990,199000,2,3,92,1,4
6991,175000,2,2,80,1,0
6994,269000,0,1,80,1,4
6996,230000,0,1,63,1,4
6997,199000,5,2,75,1,4
6998,210000,1,2,86,1,4
6999,118000,3,1,20,1,4
7002,230000,0,3,130,1,4
7003,280000,0,3,145,1,4
7004,255000,0,2,70,1,4
7006,329000,0,2,94,1,5
7008,139900,1,2,75,1,0
7010,139500,2,0,38,1,4
7013,179500,7,2,90,1,5
7014,130000,2,3,104,1,2
7018,550000,0,5,230,3,2
7019,240000,1,2,79,1,0
7020,215000,0,2,124,1,4
7021,215000,1,3,273,1,2
7022,495000,1,3,160,1,5
7023,229000,0,2,117,1,0
7024,283000,1,2,112,1,0
7025,379000,0,3,135,1,5
7028,185000,6,2,80,1,0
7030,187500,2,2,87,1,4
7031,265000,3,1,40,1,4
7032,550000,5,2,115,1,5
7033,237500,0,3,125,1,3
7034,295000,0,3,109,1,4
7035,130000,1,3,112,1,2
7036,207000,2,2,93,1,4
7037,239000,0,2,80,1,3
7038,239000,2,3,93,1,3
7039,375000,5,4,199,3,0
7040,195000,2,1,46,1,4
7041,269000,3,3,97,1,0
7042,399000,0,3,195,2,1
7043,189000,5,1,61,1,5
7046,175000,2,0,43,1,4
7047,345000,1,2,123,1,5
7048,265000,0,2,101,1,4
7049,245000,0,1,60,1,0
7050,805000,1,2,95,2,4
7053,99000,0,2,50,1,5
7055,278000,8,2,97,1,4
7056,385000,1,1,152,1,4
7057,199000,2,2,85,1,4
7058,495000,0,2,87,1,3
7059,239000,1,3,95,1,4
7060,265000,2,2,75,1,4
7061,239000,2,1,70,1,4
7062,249000,1,2,97,1,4
7063,199000,9,2,81,1,0
7064,255000,2,3,109,1,0
7065,119000,0,1,64,1,4
7066,359000,7,3,125,1,3
7068,195000,2,1,38,1,4
7069,199000,1,1,88,1,4
7070,649000,1,2,146,2,3
7071,445000,0,1,63,1,5
7072,220000,4,2,112,1,4
7073,267000,1,2,86,1,5
7074,295000,0,3,93,1,4
7075,255000,2,2,89,1,4
7076,530000,3,2,114,1,5
7077,599000,3,3,202,2,4
7078,170000,2,1,48,1,4
7079,455000,1,3,131,1,5
7080,795000,3,3,93,2,3
7084,239000,0,2,86,1,5
7085,396000,4,3,175,2,4
7087,285000,3,3,88,1,4
7092,159000,3,2,86,1,2
7093,262000,2,1,92,1,3
7094,220000,7,2,100,1,4
7096,349000,0,3,246,1,4
7097,530000,3,2,114,1,5
7098,229000,0,2,103,1,3
7099,239000,0,2,71,1,4
7101,124000,0,1,50,1,4
7102,235000,5,2,78,1,4
7103,155000,3,2,108,1,2
7104,175000,0,1,70,1,4
7107,225000,2,3,85,1,4
7113,295000,0,1,75,1,5
7114,234000,7,2,100,1,0
7116,395000,8,2,102,1,5
7117,295000,1,1,93,1,2
7118,269000,4,2,101,1,4
7121,239500,2,2,66,1,4
7123,349000,2,2,100,1,4
7125,215000,1,2,80,1,4
7127,135000,0,1,59,1,4
7132,299000,0,1,53,1,5
7135,199000,0,2,65,1,4
7137,215000,2,3,130,1,2
7138,165000,1,2,80,1,0
7139,390000,1,3,151,1,3
7140,224000,0,3,131,1,0
7141,299000,3,3,133,2,4
7142,250000,3,2,90,1,4
7143,225000,2,2,152,1,0
7144,490000,2,3,160,1,5
7145,199000,0,3,112,1,4
7146,149000,2,2,82,1,1
7147,219000,4,2,117,1,4
7148,275000,3,2,110,1,4
7149,259000,0,2,115,1,4
7150,175000,2,2,105,1,0
7151,345000,1,3,125,2,4
7152,199000,2,1,70,1,5
7155,235000,3,1,60,1,5
7156,860000,0,3,80,2,4
7157,185000,9,2,75,1,5
7158,299500,3,3,112,1,5
7159,309000,3,1,69,1,3
7160,235000,2,1,55,1,4
7161,219000,1,1,55,1,4
7162,265000,5,1,61,1,4
7163,775000,0,2,160,2,3
7166,275000,1,3,91,1,3
7167,209900,3,1,50,1,3
7169,290000,2,2,95,1,5
7170,280000,0,1,50,1,5
7172,265000,0,1,68,1,5
7182,374000,3,2,97,2,5
7183,405000,5,2,92,1,5
7184,482000,4,2,110,2,5
7185,477000,3,2,110,2,5
7186,309000,5,1,78,1,5
7187,313000,3,2,87,1,4
7188,379000,5,2,88,1,5
7189,455000,0,2,106,1,4
7190,207000,3,0,46,1,4
7191,495000,0,3,148,2,5
7192,399000,4,3,128,2,5
7193,985000,7,4,221,2,0
7194,840000,2,3,160,2,5
7195,399000,4,3,125,1,5
7196,259000,0,2,90,1,4
7197,335000,2,2,187,2,0
7198,265000,1,2,100,1,4
7199,229000,3,1,60,1,4
7200,295000,2,1,97,1,5
7201,275000,7,3,138,1,4
7202,289000,2,3,149,2,4
7203,345000,2,3,118,1,5
7204,169000,1,1,69,1,4
7205,199000,1,2,82,1,4
7206,215000,3,1,86,1,4
7207,169000,1,1,69,1,4
7211,145000,6,1,56,1,4
7212,365000,3,2,90,1,5
7216,435000,0,3,121,1,4
7217,247000,1,2,98,1,4
7226,119000,3,2,48,1,4
7227,220000,0,3,94,1,2
7229,745000,2,3,81,2,5
7231,550000,2,1,64,1,5
7232,265000,0,0,81,1,4
7233,349000,1,2,157,1,4
7234,239000,2,1,53,1,4
7235,279000,4,4,135,1,4
7236,250000,0,2,98,1,4
7238,319000,3,2,126,1,4
7240,185000,5,0,40,1,2
7244,645000,0,3,141,1,4
7245,169000,5,0,37,1,4
7247,225000,2,2,105,1,4
7251,275000,3,3,145,1,5
7254,240000,1,2,55,1,5
7256,190000,7,0,34,1,5
7257,390000,1,1,76,1,5
7264,479000,4,2,88,1,5
7265,845000,4,3,86,2,3
7267,535000,2,2,105,1,5
7272,142950,1,2,60,1,5
7274,295000,2,3,78,1,0
7275,270000,3,1,57,1,5
7279,185000,2,2,85,1,5
